タイトル: SaaS開発における初期費用設定の見直しとプロジェクト進捗の現状報告
録音ID: rec_20260416143242
文字起こしID: 20
録音日時: 2026-04-16T14:32:42.147Z
[54:41] speaker_0: よし、じゃあ、今までいっぱいいっぱい、とりあえずは作ってもらってると思うんで、それを背面に受注をした上で専用サイト用に作って、なんとか動かしたい。専用サイトもプラットフォームが決まらないとすること何もなくなっちゃったんです。ぶっちゃけできることはいっぱいあるんですけど、舞台がどうとか、オーディションに人呼ぼうとか、アイデアはもう出尽くしてるんですよね。型が納品する場所がどうにもない。
[55:01] speaker_0: から、みんなふわっといつか作りましょう、って言って放置してて、そりゃそうだよなって思って、素材をアップロードするしかないです。もう、今どうしよう。
[55:13] speaker_0: かな、って感じです。とっくに型が出来上がって、今詰め込んでオープンする直前のはずだったのに、まだ型ができない。
[55:22] speaker_1: ですから、いいです。
[55:26] speaker_0: 人っていうのは。
[55:34] speaker_0: この間、その舞台を見に行ったんですけど、百二十人弱の会場をなんとか埋めたみたいな。
[55:45] speaker_0: 公演したんだろうな。僕が行った時は満席に埋まってて、その日は午前中もやってて、午前中7割ぐらいだったみたいな。
[55:56] speaker_0: なんか、それを全3日やってるって言ってたんで。
[56:01] speaker_0: リピーターとかいろいろ考えても潜在500、500人はいるそうだな、みたいな感じで
[56:10] speaker_0: あと、大元で言うと、その舞台の最初は演者の人たちが入るので、生徒さん、生徒さんとかが200人弱って言ってたんで。
[56:22] speaker_0: 200人が入りたがる場所をさえ作れちゃえば、一旦はできるっていうんで、結構僕の中ではでかい規模ですよね。和ぐらいでかい感じ的には。僕でもアルファが慣れてるって事もありますけど、すでに一応ちゃんとプロジェクトとしては動き出して。
[56:42] speaker_0: 動くことを考えても。
[56:45] speaker_0: うーん、いけんじゃねえって。三百は硬いし千人も多分いけちゃうだろうなって。声優さんのコミュニティって普通に魅力的なんで。で、有名人強いっすね。
[57:00] speaker_0: だって横沢さんって言ったら、声優界で言ったらね、大御所さんですから、ちょっと営業してもらって、若いVTuberに絡んでもらえれば、絶対人数増えると思ってるんで。
[57:17] speaker_0: 打つ手があるのはいいことです。
[57:21] speaker_0: よ。打つ手がないからな。
[57:26] speaker_0: もう思いつかない、正直。
[57:32] speaker_0: でも、どうしよう、思いつかない。じゃあ、まずいなって感じですけど。
[57:41] speaker_0: 中田本陣の方が泊まったわけですから、完全にただ中田から漏れるっていう人はもう狙えないわけですよね。
[57:57] speaker_0: びっくりや。
[58:07] speaker_0: あれ、話が切れた。
[58:25] speaker_0: なんか、通話切れてましたね。いつの間にか。
[58:29] speaker_0: 謎の、まあまあでも話すことは話したんですけど、石井さん最近どうですか。
[58:46] speaker_0: なんだこれ
[58:55] speaker_0: なんかツアー切れ。
[58:56] speaker_1: ました。今、何
[58:58] speaker_0: だろう。僕のスマホの電源を押したら、ツアー切れる可能性がある。
[59:05] speaker_0: わからないですけど、ちょっとパチンッて切れちゃったら切れちゃって、申し訳ないですけど。一通り話したいこと話しました。ちょっとそういう自分たちで動かす方向にやっぱり舵切りたいなと思うんで、本プロジェクトでちょっと損を被ったとしても、損を被ることはないけど、利益が減っても権利と
[59:25] speaker_0: 彼を取りに行きますというところで
[59:32] speaker_0: 最近、他に資産はいかがですか。お過ごしですか。
[1:00:22] speaker_0: 確かに
[1:00:25] speaker_0: あの、ローカル、ローカル。
[1:00:30] speaker_0: 完全にクラウドじゃないサービスって需要ある気がするんですよね。
[1:01:21] speaker_0: おお、めっちゃいいじゃないですか。
[1:01:43] speaker_0: 最近、ちょっと作ってみようと思って、なんか頓挫していて、いいですか。
[1:01:48] speaker_0: 最近、ちょっと作ってみようと思って、なんか頓挫したというか途中で止まってるのがあるんですけど。
[1:01:56] speaker_0: 古いスマホを、なんかに使えないかなと思って、古いスマホにLL部をぶっ込んで、なんかうまく動かせるみたいな、なんかアプリケーションって作れないかなーと思ったんです。充電かなんかでコンセントと繋がってて、常に充電されてて。
[1:02:18] speaker_0: っていう
[1:02:29] speaker_0: バッテリーは起動さえできればずっと充電できるんで、なんかそうするとスマホに入れるアプリじゃなくて、ずっと置いとくフォトフレームみたいな使い方でLLMが使えるんじゃないかなって思ったりして、LMじゃなくてもいいですけど、まあ何でもいいんですけど。
[1:02:49] speaker_0: なんか、その机の上に常に充電して置いとくものとして、スマホが使えないかなって、古いスマホって思ったんですよね。
[1:03:01] speaker_0: 古いスマホもったいないじゃないですか。なんか結構いい金出して買ってるはずなのに、文鎮になっていくっていう。
[1:03:26] speaker_0: まあでも、みんな何かしら返してないスマホは持ってると思ってるんですよね。
[1:03:33] speaker_0: 僕も何台かあるっていう。まあ、ただこうOSアップデートが止まるとかもそうですし、電池もへたるし、なんかあんまりこのすごいことができるわけじゃなくて、結局放置するっていう。みんな絶対そうしてると思ってるんですけど、でもなんかそれなりの
[1:03:53] speaker_0: カメラがついてて、センサーがついてて、カメラがついてて、ストレージがあって、なんでこれで放置してんだろうって、よく分からないなって思うんですよね。本当に。
[1:04:14] speaker_0: 最近、なんかそのスマホ、古いスマホをガチャっとくっつけて、下がキャタピラーで、ちょっと動く。
[1:04:21] speaker_0: ミニロボットみたいなツールが売ってたんです。そう、Bluetoothか何かで繋ぐのかな。ロボット化してスマホの方があったらピコピコ目が動くんだけど、鍵ビラで自分とか来てくれて回転したりして、LMで会話ができるみたいな。
[1:04:42] speaker_0: ぶっちゃけ何でもない、ただのおもちゃですけど、古いスマホをそこに入れられるっていうことと、ロボット売ってるっていう事で、なんかすごい売れてるっぽくて。
[1:04:54] speaker_0: こういう古いスマホとか古いパソコンとか、そういう人がもうどうしようもなくなっているものを、何かに使えないか、あって、最近はそっちのことを考えています。
[1:05:17] speaker_0: そうなんですよ。通信を使わないで、ローカル。最近のローカルも、GoogleのGenma4でしたっけ。Genma4結構よかったので、自分で使ってて。
[1:05:36] speaker_0: 結構、僕はパソコンで使ってるやつはいいやつ使ってて、26Bってどれくらい使うんだろう。
[1:05:55] speaker_0: でも、あの4Bでしたっけ、あのすごいちっちゃいヤツはスマホでも普通に動きましたよ。ロードするのはちょっと大変でしたけど。
[1:06:08] speaker_1: 1
[1:06:10] speaker_0: 6GB以上のビデオRAMが必要です。
[1:06:16] speaker_0: って大変ですね。収録は立派ですから。
[1:06:23] speaker_0: 推奨は24なんですって。
[1:06:32] speaker_0: そうですね、あとクオンの方がもっとクエンの方がもっと軽いですよね。
[1:06:43] speaker_0: 量子化ありの方だと
[1:06:48] speaker_0: 5、6GBのメモリでも動くと、ローカル推論が6.
[1:06:54] speaker_0: 6GB以上であれば動くということで
[1:07:21] speaker_0: そうですね、意外とそのローカルに対する
[1:07:26] speaker_0: 可能性というか、安心感みたいなものってのは人は求めていくだろうと僕は思ってんですよね。なので、ローカルに舵を切ってやる方がむしろAPIでやるよりも
[1:07:40] speaker_0: いいかも
[1:07:57] speaker_0: そうですね
[1:08:08] speaker_0: そうそう、もう10個ファイル配っちゃって、ローカルでやらせたいと思ってるんで
[1:08:16] speaker_0: ちょっとMacは動かないですけど、証明の問題があるんで
[1:08:22] speaker_0: そこ
[1:08:25] speaker_0: そこで、Macで動かしたいなと思ったら、Mac向けのものを作るんだったらMacを持ってなきゃダメです、みたいなiOS持ってなきゃダメです、みたいなAIに言われて、本当にクソだなと思ったんですけど、iPadではいけるんですか。
[1:08:47] speaker_1: そうか、買うか
[1:08:55] speaker_0: そうですよね。結構払えた。ライセンス結構高くて90ドルくらいじゃなかったか。
[1:09:03] speaker_0: 90ドルくらいじゃなかったか。
[1:09:07] speaker_0: 円安で考えたらより安価ですから、Mac miniをみんな買ってるのはそういうことか
[1:09:17] speaker_0: 最適限、これさえあれば動きはしますもん
[1:09:23] speaker_1: ね
[1:09:28] speaker_0: ひどい話だな。
[1:09:42] speaker_0: な。そうですね。だから結局最近のものって、ソフトウェア配るのやめて、ブラウザで動かしてるってクラウドに行ってるじゃないですか。
[1:09:56] speaker_0: でもブラウザで動かすローカルっていうのがあったら
[1:10:02] speaker_0: なんかいろんなことできそう
[1:10:17] speaker_0: gmiブラウザで賄ってそうか。俺を最初からそうすればよかったら、エグツにこだわらないで。
[1:10:45] speaker_0: 本当の僕ってすごい素人に目が向くんで、素人さんからしたらなんかPythonファイルって何みたいな世界じゃないですか。
[1:10:57] speaker_0: あのGUIってブラウザでとかって何ですか、みたいなそういう世界の人たちには昔ながらの。エグゼが一番分かりやすいんじゃないかって思ったんですけどね。
[1:11:11] speaker_0: 窓の森とか基本的に無料ソフトとかあの辺りのイメージのまま、うちの親がPhotoshopをWindows11にインストールしたらWindows11が動かなくなったって騒いでて。
[1:11:30] speaker_0: そんなことあるのかって色々調べたら、Photoshop Elements 6はそういう競合するファイル名がWindowsのコアファイルと競合しちゃって、入れた瞬間に動かなくなるバグがあるってAIが教えてくれて、Elementsの6って何年前のソフトだよって思って。
[1:11:50] speaker_0: 調べたら18年前のソフトだったんです。
[1:11:59] speaker_0: よ。本当です。アフィリエイトを入れさせたんですけど、やっぱそういうもんだよなと思って、知らん人たちからすると
[1:12:10] speaker_0: 未だに縮小専用とか普通に使うし、なんかそういう位置を狙うのもありなのかないと思ったりはしたんですよね。買い切りで
[1:12:30] speaker_0: exeだったりすると、論文完全にローカルなんで、でも学校とかだと本当は使えないのかな。なんか安全なものであったら使っていいって言わないのかな、って公務員的なところにも、なんかできないのかな。
[1:12:56] speaker_0: どうにか、でもそのローカルに特化することで、本当に行政とかに届けばいいなっていう感覚はあるんですけどね。
[1:13:16] speaker_0: まあそんな道路は取り入れることはないでしょうけど。
[1:13:23] speaker_0: 私の学校ぐらいはね。
[1:13:31] speaker_1: そんな。
[1:13:34] speaker_0: ことを思いながら小銭を稼ぎます。
[1:13:50] speaker_0: めっちゃ関係ない話していい。
[1:13:53] speaker_1: ですか。
[1:13:53] speaker_0: この間すごい、もう1年半ぶりにあの志村さんに会ったんですよ。
[1:14:00] speaker_0: 志村愛理さん
[1:14:03] speaker_0: 愛理ちゃんに久しぶりに会いました。
[1:14:07] speaker_1: た。そしたら
[1:14:09] speaker_0: あの。
[1:14:11] speaker_0: 永田のことは知らないふりしてたんで、どうぞご自由にと思ってんですけど。
[1:14:18] speaker_0: あのバイナリーじゃねえや、バイナリーじゃないデイトレードしてるって言って。
[1:14:25] speaker_0: ここだけの話で、本当に最近デイトレにはまってますよ、みたいな。
[1:14:33] speaker_0: 話を聞いて、僕デイトレってあんまり詳しくないですけど、しっかり目にあのFXっぽい感じだったんで。
[1:14:44] speaker_0: 大丈夫なのみたいな。
[1:14:48] speaker_0: でも実際一瞬そう思うというか、50万は分けてるらしいんですけど。
[1:14:58] speaker_0: まあまあ、大丈夫だな。一時期だから200万なんか吹っ飛んで、トランプの戦争宣言みたいなところで。
[1:15:09] speaker_0: 震えて寝てたらしいんですけど。なんとかギリあの強制退場にはならずに持ちこたえてこの六十万負けで着地したみたいな。
[1:15:24] speaker_0: ね、たぶん、かどうなんだろう。金に困ってるわけでもないんじゃないかと思ったんですけど。単純に働いてるわけだし。
[1:15:37] speaker_0: そうそう、そうで、金が欲しい、稼ぎたいっていうことと同時に、もう一個言ったのは僕は今自動化して稼ぎたいと思っていろいろ頑張ってんですけど。
[1:15:53] speaker_0: やっぱり自分で稼いだ感が欲しいというか、自分でなんか押して、それで勝敗が決まるのがいい。たまんないみたいな刺激がたまんないみたいなこと言ってて。
[1:16:09] speaker_0: やべえなと思って。
[1:16:16] speaker_0: いや、本当にあの。
[1:16:20] speaker_0: そんな人だったっけって思ったんですよ。堅実的な人だったと思ってたので、その上で最後の方にステージ出たい人の気持ち、悪いわかんないんだよね、みたいな話をちょっとしてたんですよ。あの、我ではステージ盛り上がる、みんな出たい出たいって頑張ってるけどさ、私も誰かの出
[1:16:39] speaker_1: 見ました。
[1:16:39] speaker_0: したよ、みたいな。入ってないけど、誰かの書き込み、それの歩いてみました。ステージでたいたいものなのかな。ステージに出る時の興奮っていうのは本当に他に得られないですからね。って言ってて、デイトレードでも得られないんだって思いました。
[1:16:58] speaker_0: デイトレードでも得られないんだ、その興奮。恐ろしかった。
[1:17:12] speaker_0: 恐ろしかったですよ。本当に、久しぶりに会って
[1:17:16] speaker_0: その200万で懲りて辞めましたって話じゃなくて、200万でなんとか着地できたんで待てば大丈夫って分かりました、みたいな感じだったんで。
[1:17:26] speaker_0: それはそれで学び。
[1:17:31] speaker_0: び
[1:17:34] speaker_0: ダメだろうな、怖いな
[1:17:42] speaker_0: 勉強はしてないって言ってました。ChatGPTって相談してるけど、チンパンジーでクリックしています。
[1:17:49] speaker_1: って言ってそうなんだって
[1:18:02] speaker_0: 刺激を求めてやってんだろうなと思いましたけどね。僕はただ、なんかやっぱりこう堅実に稼ぐとか自分で稼げてる人たちに比べると、そういうのは苦手というか、わかんないってのがあるんでしょうね。
[1:18:18] speaker_0: だからそれでもお金は欲しいという稼ぎたいってのはあるから500万稼ぐのが目標って言ってましたからね。
[1:18:28] speaker_0: 頑張って。
[1:18:34] speaker_0: 本当。
[1:18:37] speaker_0: 気をつけていきましょう。
[1:18:48] speaker_0: 何か彼女を狂わせちゃったのか、狂ってると決めつけるのもあれですけど。
[1:18:58] speaker_0: びっくりしました。俺だから、人を不幸にさせるなって思いましたよ。
[1:19:05] speaker_0: あの人ほら愛理ちゃんの、あれでしたよ。何だったっけ、あのアイドルっぽい最後のゆいかはんとか出てたやつ。
[1:19:22] speaker_0: はい、一番最後の
[1:19:31] speaker_0: 七つ星もやってましたよね。それはね、七つ星やってロードラン立ってロードランでなんか一番になってステージ立ってぐらいの
[1:19:49] speaker_1: あの時
[1:19:51] speaker_0: 最後、それです。マリリンとか結局ハントとか、誰かが出したのか忘れちゃったけど、とにかくかわいい女の子系のところでしたね。
[1:20:06] speaker_0: ね。で、その時、主役みたいな勢いでしたからね。
[1:20:11] speaker_0: いや、でも
[1:20:14] speaker_0: そう、多分、多分、でもなんかすごいなと思いましたよ。
[1:20:21] speaker_0: よくないな、これって。
[1:20:33] speaker_0: そうですね、それぞれ。
[1:20:36] speaker_0: でもこう抜け出せなくなってるのはどうなんだろうって思っちゃ。
[1:20:41] speaker_1: ましたね。
[1:20:45] speaker_0: そう、刺激を求めちゃったか。
[1:20:49] speaker_0: せめて輪に向いていれば。
[1:21:02] speaker_0: 今回のこの文化祭も音楽祭も、まあいいですけど、大変だな。なんか人がこういう欲望で揉めてるのって大変だな。
[1:21:30] speaker_0: あんな人って、そんな揉めるんでしょうね。
[1:21:34] speaker_0: 金絡んでんなら百歩ずつってわかるんですけどね。
[1:21:40] speaker_0: 意外とPGでも金の揉め事ってなかったんじゃないですか。
[1:21:49] speaker_0: クリエイターは払って欲しいみたいないざこざはあるとしても、それはまあいいとして、本当のお金のトラブルってタジさんぐらいで。
[1:22:01] speaker_0: ぐらいで、本当に意外と聞かなかったら、どちらでもプライドの揉め事がよかったなって思いますね。
[1:22:13] speaker_0: 不思議ですわ。
[1:22:22] speaker_0: でしたね。
[1:22:32] speaker_1: 恐ろしい。
[1:22:33] speaker_0: 。
[1:22:52] speaker_0: 怖いですよ。気をつけましょうね、僕らも。
[1:23:05] speaker_0: という誰にも話せない話でしたね。じゃあ
[1:23:20] speaker_0: そんな感じで、今回あの武津さんの入金遅くなってちょっとね、慌てる構えだったんですけど、あの催促する構えだったけど、さすがにまあいいかと思ってゆっくり待ってました。
[1:23:43] speaker_0: あれ、今月何か課題もらってませんっけ？
[1:24:03] speaker_0: あっちに入ってるかも。あの和の方のアドミンに入ってるか。
[1:24:19] speaker_0: じゃあ、しとこう。
[1:24:24] speaker_0: 。
[1:24:29] speaker_0: 重量の自動計算、何かロジックがよく分かんない奴。
[1:24:42] speaker_0: 手元だね、毒ってくれて。
[1:24:49] speaker_0: 仕事多いですけど、でも、すごい変な話ですけど、結構裕福になったんじゃないですか。昔に比べたら。
[1:25:00] speaker_0: なんか安定してきたというか
[1:25:06] speaker_0: めっちゃ良かったです
[1:25:10] speaker_1: ね。
[1:25:12] speaker_0: あと、本当にこれで田口さんが途切れてもいいように、あれですね、プラットフォームの定期収入をきちんと作れれば。
[1:25:35] speaker_0: 問い合わせ対応って、ターゲットのですか。
[1:25:39] speaker_0: 実際、ターゲットの問い合わせって何があるんですか？あのエラーに対する問い合わせなんですか。
[1:25:47] speaker_0: ないですよね。
[1:26:35] speaker_0: それってあの、なんていうか、ユーザーが悪いのは大前提として
[1:26:45] speaker_0: そうそう、どっかにそういう
[1:26:49] speaker_0: なんかまあ、そういうのって結構後回しにしがちじゃないですか。昔からというか、結構僕らその辺はもうパスしがちなんで。
[1:27:00] speaker_0: むしろそこは、でも整えてあげた方がいいような気もしますね。
[1:27:14] speaker_0: ですね、マニュアルって一番鳴るいですから。
[1:27:19] speaker_0: ね、急がなくていいです。変な話、急がなくていいですよ。
[1:27:26] speaker_0: マニュアルをちゃんと作るっていうのを、一つのありにするタイミングがあってもいいですからね。仕事にするタイミングがあってもいいですから。ただ、まあやらない限りは石井さんが大変だっていうだけの話だと思うんで、あれですけど。
[1:27:48] speaker_0: できるといいですね。
[1:27:51] speaker_0: それができたらもう最
[1:27:56] speaker_1: 高。
[1:27:59] speaker_0: むしろ、なんかモンドさんとなんかやってるようなことはちょこちょこ言ってたじゃないですか。なんかあのBIツールじゃないけど、何かダッシュボードって何とか管理ができるように。利上げ管理。安全で進んでるんですか。
[1:28:19] speaker_0: ね。ああとか、最後でも自分で作ってること言ってましたね。
[1:28:37] speaker_0: なるほど、そうやって信頼は失っていくのか。
[1:28:50] speaker_0: そうですね、そういう意味で言うと西井さんはUIです。今
[1:28:56] speaker_0: この間の動画のやつもそうですけど、こっちの方がコツ掴んでUIいい、わって思わせたらFoothさん引きますから。
[1:29:10] speaker_0: クロードコードっぽくないAI UIにして、ビジュアルでちょっと攻めると、久しぶりにやろう。画像動画アプリ放置してたから、進めて買い取ってもらおう。
[1:29:40] speaker_0: ウイスキーこだわらなくてもいいか。ウイスキー高機能すぎるもんね。
[1:29:55] speaker_0: オープンソースなわけだし、それこそまあ本当はフォーク開発したらあれしてくれとか色々言われてますけど、この中からこれとこれとこの輝度外してくれって言ったら、それだけで完成しちゃいそうな気がしなくもない。
[1:30:14] speaker_0: そうなんです。
[1:30:17] speaker_0: 元の技術を
[1:30:29] speaker_0: 今の時代、ツイッターさえ結構オープンになってますもんね。
[1:30:47] speaker_0: 頑張ろう。
[1:30:51] speaker_0: じゃあとりあえずいろんなお話ししましたけど、概ね決定というところで、引き続き頑張って、僕は受注取ってきますのでお願いします。お二人で作りましょう。
[1:31:09] speaker_0: はい、じゃあそんな感じで今日はお疲れ様です。はい、失礼します。
